id,title,date,time,category
news_20250102_섹터_0003,“새해 첫 거래일부터 목표주가 낮아졌다”…삼성전자에 무슨 일이?,2025-01-02,07:44,섹터
news_20250102_섹터_0007,"특징주, 브이원텍-로봇(산업용/협동로봇 등) 테마 상승세에 8.33% ↑",2025-01-02,10:17,섹터
news_20250102_섹터_0019,"코스피 바닥 찍었나… 외국인, 성장주 저가매수 나섰다",2025-01-02,15:51,섹터
news_20250103_종목_0028,돌아온 외국인에 기지개 켠 K증시…한파 이겨낼까,2025-01-03,17:54,종목
news_20250103_종목_0029,"삼성, 3차원 오디오 끝판왕 TV 선보인다",2025-01-03,18:02,종목
news_20250103_종목_0027,"올 CES도 中공세 … 하이센스·TCL, 삼성·LG 옆에 부스내며 '신경전'",2025-01-03,17:52,종목
news_20250103_종목_0030,"""위기 극복 주체는 기업…고난을 기적으로 바꾼 DNA 있어""",2025-01-03,18:02,종목
news_20250103_섹터_0020,얇을수록 저항 줄어드는 신물질 개발…미래 반도체 공정 돌파구 될까,2025-01-03,12:11,섹터
news_20250103_섹터_0008,실적 발표 코앞인데 “목표주가 내릴게요”… 삼성전자 어쩌나,2025-01-03,06:53,섹터
news_20250103_섹터_0022,"다가온 CES에 초고수들 원픽은 반도체 , 로봇 [주식 초고수는 지금]",2025-01-03,16:08,섹터
news_20250103_경제_0007,코스닥 700선 회복…연초부터 '깜짝 상승',2025-01-03,19:49,경제
news_20250103_경제_0004,"獨·佛 대형은행, 한국 외환시장 합류…""환율 안정 효과 기대""",2025-01-03,18:10,경제
news_20250103_섹터_0016,새해 첫날 외국인 픽은 방산주…국장 개미들 뭐 담았나 보니,2025-01-03,10:42,섹터
news_20250106_종목_0024,"""MS 고마워"" … 다시 '20만닉스' 눈앞",2025-01-06,17:36,종목
news_20250106_종목_0027,엄마 아빠 목소리 구분해 가전 맞춤설정 … 집안에 스며든 AI,2025-01-06,17:56,종목
news_20250106_종목_0023,CES 훈풍 타고 양자컴株 '쑥',2025-01-06,17:30,종목
news_20250106_종목_0025,롯데 신유열·아모레 서경배… 유통·식품 오너들도 美CES로,2025-01-06,17:51,종목
news_20250106_종목_0028,AI 육아까지… 진화하는 '휴먼 케어',2025-01-06,18:00,종목
news_20250106_섹터_0009,"특징주, 한미 반도체 -HBM(고대역폭메모리) 테마 상승세에 2.71% ↑",2025-01-06,09:25,섹터
news_20250106_섹터_0019,"특징주, 어보브 반도체 -시스템 반도체 테마 상승세에 1.45% ↑",2025-01-06,09:26,섹터
news_20250106_섹터_0016,"특징주, 테크윙-HBM(고대역폭메모리) 테마 상승세에 2.88% ↑",2025-01-06,09:26,섹터
news_20250106_섹터_0004,"특징주, SK하이닉스-HBM(고대역폭메모리) 테마 상승세에 1.36% ↑",2025-01-06,09:25,섹터
news_20250106_섹터_0003,"특징주, 디아이-HBM(고대역폭메모리) 테마 상승세에 9.76% ↑",2025-01-06,09:25,섹터
news_20250107_종목_0023,"삼성 AI로봇 '볼리' 상반기 출시 … LG, MS 우군 삼아",2025-01-07,17:45,종목
news_20250107_종목_0022,엔비디아·도요타가 보여준 AI 미래…韓 비전은 뭔가 [사설],2025-01-07,17:01,종목
news_20250107_종목_0027,하나 9연패…신한·NH·메리츠 추격 [2024년 베스트 애널리스트],2025-01-07,21:00,종목
news_20250107_종목_0021,"레인보우로보틱스, 차세대 의료용 로봇 개발 본격 진행",2025-01-07,16:05,종목
news_20250107_종목_0024,"다시 날아오른 엔비디아…""올 250弗 간다""",2025-01-07,17:52,종목
news_20250107_섹터_0017,새해 주목받는 유리기판… 반도체 테마주 올라탈까,2025-01-07,16:06,섹터
news_20250107_섹터_0007,“이게 얼마 만이야”…‘20만닉스’ 돌파에 반도체 주 훨훨,2025-01-07,10:13,섹터
news_20250107_섹터_0010,[MK 골든크로스 돌파종목 : 케이씨텍(281820) & 폴라리스오피스(041020)],2025-01-07,11:10,섹터
news_20250107_경제_0001,"""한국 경제, 앞이 안 보여"" 쏟아진 경고…좋은 소식은 언제쯤",2025-01-07,11:16,경제
news_20250107_섹터_0014,"SKC, ‘게임체인저’ 반도체 글라스 기판 실물 공개",2025-01-07,13:32,섹터
news_20250108_종목_0039,中 메모리 반값공세에 '실적 한파' 겪은 삼성 기술로 반등 노린다,2025-01-08,17:27,종목
news_20250108_종목_0035,"美마이크론, 싱가포르에 HBM 공장 만든다",2025-01-08,17:17,종목
news_20250108_종목_0037,"젠슨 황 ""삼성, HBM 재설계 필요하지만 곧 해낼 것""",2025-01-08,17:27,종목
news_20250108_종목_0042,기대 못미친 삼성전자 4분기 영업이익 6.5조,2025-01-08,17:31,종목
news_20250108_종목_0038,삼성전자 주가는 이례적 상승랠리,2025-01-08,17:27,종목
news_20250108_섹터_0034,"특징주, 이오테크닉스-HBM(고대역폭메모리) 테마 상승세에 6.02% ↑",2025-01-08,11:23,섹터
news_20250108_섹터_0019,"삼성전자, 오늘 작년 4분기 잠정실적 발표…실적 눈높이 ‘뚝’",2025-01-08,08:09,섹터
news_20250108_섹터_0021,[속보] 삼성전자 4분기 영업이익 6.5조원…시장전망 밑돌아,2025-01-08,08:44,섹터
news_20250108_경제_0012,세계 트렌드는 '제조업 회귀',2025-01-08,17:49,경제
news_20250108_경제_0014,"KDI, 수도권 주택공급 부족 경고",2025-01-08,17:54,경제
news_20250109_종목_0031,"삼성전자 가 품은 로봇 벤처 … 증권가 ""시너지 효과 기대"" [빅데이터로 본 재테크]",2025-01-09,16:12,종목
news_20250109_종목_0033,수주 '잭팟'에 강달러 효과까지 … 물만난 K조선 [MBN GOLD 증시기상도],2025-01-09,16:13,종목
news_20250109_종목_0034,진격의 K증시,2025-01-09,17:35,종목
news_20250109_종목_0035,엔비디아 PC용 AI칩에 삼성 차세대 메모리 탑재,2025-01-09,17:36,종목
news_20250109_종목_0036,"최태원 ""SK, HBM 개발속도 엔비디아 요구보다 빨라""",2025-01-09,17:36,종목
news_20250109_섹터_0013,"[속보] “美, AI칩 수출통제 전세계로 확대…한국 등 동맹은 예외”",2025-01-09,08:18,섹터
news_20250109_섹터_0015,“HBM 개발속도 엔비디아 요구 뛰어넘어”...젠슨 황 만난 후 자신감 드러낸 최태원 SK회장[CES 2025],2025-01-09,09:06,섹터
news_20250109_섹터_0023,"“美, AI 반도체 수출통제 세계로 확대…한국 등 동맹은 예외”",2025-01-09,13:17,섹터
news_20250109_경제_0006,원달러 환율 10원 오를 때마다 한국전력 손실 2000억씩 증가,2025-01-09,17:46,경제
news_20250109_경제_0004,"""한국 경제 최대 복병은 국정혼란·美관세""",2025-01-09,17:30,경제
news_20250110_종목_0027,자율주행 AI기술 장착한 현대차의 질주 … 테슬라 맹추격,2025-01-10,17:47,종목
news_20250110_종목_0025,韓 성장성 뛰어나고 美 기술력 압도하고 日 저평가·배당 매력,2025-01-10,16:39,종목
news_20250110_종목_0026,"""中기업 빠른추격 체감 우리도 더 절실해져야""",2025-01-10,17:43,종목
news_20250110_종목_0024,클림트·겸재·이건희 컬렉션 … 2025년 거장의 세계를 만날 시간,2025-01-10,16:25,종목
news_20250110_섹터_0014,"글로벌하이텍전자, CES 2025서 반도체 열전소자 스마트가전 선보여",2025-01-10,13:35,섹터
news_20250110_섹터_0021,"현대차, 엔비디아 손잡고 미래車·로봇 개발",2025-01-10,17:56,섹터
news_20250110_섹터_0019,美 AI칩 수출 통제 전 세계로…“韓 포함 동맹국은 예외”,2025-01-10,17:08,섹터
news_20250110_경제_0001,"탄핵 정국에 여객기 사고…글로벌 IB, 성장률 전망 또 내렸다",2025-01-10,10:51,경제
news_20250110_경제_0002,금융위기 극복 주역 '쓰리최'…17년 만에 의기투합,2025-01-10,11:08,경제
news_20250110_섹터_0007,"美빅테크, 바이든의 AI 반도체 수출통제 확대에 공개 반발",2025-01-10,04:44,섹터
news_20250113_종목_0025,삼성은 내년인데 … TSMC는 벌써 美생산,2025-01-13,17:32,종목
news_20250113_종목_0029,더 강해진 달러에 … 아시아 증시 줄하락,2025-01-13,17:57,종목
news_20250113_종목_0027,우울한 실적시즌…증권·운송업 빼고 전망치 줄하향,2025-01-13,17:43,종목
news_20250113_종목_0028,"삼성TV ""눈 건강 챙기세요"" 獨 '아이케어 생체리듬 인증'",2025-01-13,17:54,종목
news_20250113_종목_0026,'자랑스러운 경기인상' 신성철·심영목·김형준,2025-01-13,17:34,종목
news_20250113_섹터_0021,"안보무기 된 AI 반도체 美, 對中수출 원천 차단",2025-01-13,20:01,섹터
news_20250113_섹터_0022,"“미래 경쟁력 AI 반도체 , 중국엔 못 줘”...美 對中 수출 원천 차단, 한국은?",2025-01-13,20:01,섹터
news_20250113_섹터_0007,“미국 땅에서 4나노 칩 생산”...미 바이든 정부 첨단 산업 유치 ‘이정표’,2025-01-13,09:21,섹터
news_20250113_경제_0004,"이스라엘과 AI, 양자 등 7개 R&D 공동 추진…한일 협력도 강화",2025-01-13,16:34,경제
news_20250113_경제_0006,"정은해 온실가스정보센터장, OECD 환경정책위 부의장 선출",2025-01-13,20:28,경제
news_20250114_종목_0020,반도체·디스플레이·AI… 경영 현장 혁신사례 공유,2025-01-14,16:05,종목
news_20250114_종목_0022,"삼성, 웨어러블 로봇 '봇핏' 출시 초읽기",2025-01-14,17:38,종목
news_20250114_종목_0023,"작년 3분기 지급여력비율 … 생보 줄고, 손보 늘고",2025-01-14,17:42,종목
news_20250114_종목_0021,탄핵정국 경제 여파 심도있게 분석…정책 실기엔 냉철한 비판을,2025-01-14,16:42,종목
news_20250114_종목_0024,"삼성바이오로직스, 2조원 생산계약 땄다",2025-01-14,17:54,종목
news_20250114_섹터_0019,"한미 반도체 , SK하이닉스에 108억원 규모 HBM 장비 수주",2025-01-14,16:13,섹터
news_20250114_섹터_0001,"“삼성전자, 1분기 실적 저점…메모리 감산효과 최대 30%”",2025-01-14,08:13,섹터
news_20250114_섹터_0010,"[12/30, MK추천매물]서초구 소형 사옥·투자용 복합빌딩 45억원",2025-01-14,10:26,섹터
news_20250114_섹터_0012,中 “‘AI칩 수출통제’ 美에 단호히 반대”,2025-01-14,11:09,섹터
news_20250114_섹터_0003,"특징주, 씨앤지하이테크-유리 기판 테마 상승세에 5.87% ↑",2025-01-14,09:15,섹터
news_20250115_종목_0026,‘삼성 부품’ 안 쓰는 삼성전자 에 무슨 일?,2025-01-15,21:00,종목
news_20250115_종목_0022,"삼성전자 , 美특허등록 3년 연속 1위",2025-01-15,17:53,종목
news_20250115_종목_0024,[포토] 삼성전자 세계 첫 아트 TV,2025-01-15,18:01,종목
news_20250115_종목_0023,"삼성, 물품대금 5600억 조기 지급",2025-01-15,18:01,종목
news_20250115_종목_0025,"정치에 울고 미중대립에 떤다 … 韓CEO 60% ""기업하기 어려워""",2025-01-15,18:04,종목
news_20250115_섹터_0011,"반도체 中유입 차단 위해...“美, 삼성 등 제조업체 실사 강화 예정”",2025-01-15,16:11,섹터
news_20250115_섹터_0017,[중국의 역습 ②] 반도체,2025-01-15,17:53,섹터
news_20250115_섹터_0010,"삼성전자, 3년 연속 미국 특허등록 1위…TSMC 2위로 맹추격",2025-01-15,15:00,섹터
news_20250115_섹터_0009,"특징주, 이미지스-터치패널 테마 상승세에 11.83% ↑",2025-01-15,14:03,섹터
news_20250115_섹터_0001,"수입물가 3개월 연속 상승, 전월대비 2.4%↑…소비자물가 영향 끼치나",2025-01-15,06:01,섹터
news_20250116_종목_0034,하이닉스 세계 첫 16단 칩 … 반도체株 혹한기 끝낼까 [MBN GOLD 증시기상도],2025-01-16,16:07,종목
news_20250116_종목_0038,"中 막혀도 칩수요 늘어…TSMC ""61조원 투자""",2025-01-16,17:58,종목
news_20250116_종목_0036,"삼성전자 , AI TV로 중국산 저가 공세 뿌리친다",2025-01-16,17:52,종목
news_20250116_종목_0037,"삼성, 오픈AI 손잡고 AI TV 만든다",2025-01-16,17:54,종목
news_20250116_종목_0033,매니저의 HOT종목,2025-01-16,16:07,종목
news_20250116_섹터_0031,"“삼성전자·TSMC, 반도체 中 판매 안 돼”...美 추가 규제 추진",2025-01-16,17:49,섹터
news_20250116_섹터_0017,"美 기술주 랠리에 반도체 주 ‘활짝’…SK하이닉스, 5%대 강세",2025-01-16,09:47,섹터
news_20250116_섹터_0032,AI· 반도체 이어 ‘유리기판’...관련주 급등,2025-01-16,17:50,섹터
news_20250116_경제_0008,"""바닥경기 진짜 이렇게 모르나""…中企·자영업자 '동결'에 분통",2025-01-16,17:53,경제
news_20250116_경제_0010,"이창용 ""계엄여파로 환율 30원 올라…대외균형 위한 금리 숨고르기""",2025-01-16,17:55,경제
news_20250117_종목_0023,삼성전자 임원 성과급 자사주로,2025-01-17,18:01,종목
news_20250117_종목_0022,"""주가 떨어진만큼 성과급 줄인다"" 삼성 '오만전자' 오명에 초강수",2025-01-17,17:35,종목
news_20250117_종목_0021,"흙수저 출신 개발자 ""빈민가 아이들 꿈 키우죠""",2025-01-17,17:17,종목
news_20250117_종목_0024,“한국 안방 점령하라” 中 기업판 ‘인해전술’ [스페셜리포트],2025-01-17,21:00,종목
news_20250117_섹터_0010,"특징주, 디아이-HBM(고대역폭메모리) 테마 상승세에 5.72% ↑",2025-01-17,13:54,섹터
news_20250117_섹터_0011,"특징주, 피에스케이홀딩스-HBM(고대역폭메모리) 테마 상승세에 8.69% ↑",2025-01-17,13:54,섹터
news_20250117_섹터_0016,TSMC 작년 4분기 순이익 57%↑…AI 관련 수요 덕,2025-01-17,17:06,섹터
news_20250117_섹터_0008,"중국, 통신 반도체 용 광물 통제하자…유럽, 목숨 걸고 생산 나섰다 [이상덕의 AI&칩 워]",2025-01-17,12:00,섹터
news_20250117_섹터_0012,‘검은 반도체 ’ 김 수출액 1조 돌파...사상 최대 기록,2025-01-17,15:26,섹터
news_20250117_섹터_0013,"반도체 소부장 업계 “소부장은 천수답...韓정부, 美 눈치에 중국 수출 다 막아선 안 돼”",2025-01-17,15:48,섹터
news_20250120_종목_0028,"[매경이코노미스트] 불확실성 시대, 메가트렌드 읽어라",2025-01-20,17:22,종목
news_20250120_종목_0029,“방금 팔았습니다” 최태원 한마디에…,2025-01-20,21:00,종목
news_20250120_종목_0030,‘남아시아 투자 허브’ 꿈꾸는 스리랑카 [스페셜리포트],2025-01-20,21:00,종목
news_20250120_섹터_0019,"특징주, 미래 반도체 -HBM(고대역폭메모리) 테마 상승세에 14.06% ↑",2025-01-20,13:43,섹터
news_20250120_섹터_0017,"특징주, 윈팩-HBM(고대역폭메모리) 테마 상승세에 5.17% ↑",2025-01-20,13:43,섹터
news_20250120_섹터_0018,"특징주, 고영-HBM(고대역폭메모리) 테마 상승세에 30.0% ↑",2025-01-20,13:43,섹터
news_20250120_경제_0001,"글로벌 IB ""환율 불안에 금리 동결…한은, '최적의 결정'""",2025-01-20,10:12,경제
news_20250120_경제_0005,"""올 성장률 1.6~1.7%…정치 불확실성이 0.2%P 낮춰""",2025-01-20,17:56,경제
news_20250120_섹터_0012,"특징주, 제주 반도체 -온디바이스 AI 테마 상승세에 18.22% ↑",2025-01-20,11:43,섹터
news_20250120_섹터_0026,웬들 황 “트럼프 2기에도 반도체 보조금 쭉~”,2025-01-20,16:51,섹터
news_20250121_종목_0024,'140만대 수출' 한국車 급제동 … 배터리·철강도 관세 격랑속으로,2025-01-21,17:55,종목
news_20250121_섹터_0017,"다시 돌아온 반도체 테마주… HBM, CXL, 온디바이스 AI 급등",2025-01-21,16:17,섹터
news_20250121_섹터_0006,대만 타이난 인근 규모 6.2 지진…TSMC 공장 근로자 긴급 대피,2025-01-21,09:01,섹터
news_20250121_섹터_0020,“형 왔다”…스트롱맨 트럼프 백악관 복귀에 국내 반도체 업계 전략은,2025-01-21,17:39,섹터
news_20250121_경제_0001,"""고급화로 승부…올 K푸드 140억달러 수출""",2025-01-21,17:30,경제
news_20250121_경제_0003,한국 빠진 美 우선주의 무역정책…한·미 FTA는 영향 적을 듯,2025-01-21,18:23,경제
news_20250121_섹터_0010,1월 1~20일 수출 5.1% 감소…무역적자 38억 달러,2025-01-21,12:08,섹터
news_20250121_섹터_0023,"與, 반도체 법 통과 위한 절충안 고심",2025-01-21,17:53,섹터
news_20250121_섹터_0011,‘트럼프 2기’ 첫날 쏠린 시선… 반도체 주 담고 조선주 팔았다 [주식 초고수는 지금],2025-01-21,13:54,섹터
news_20250121_섹터_0014,"SK하이닉스, 성과급 1450% 지급 제안…노조 “역대 최고 실적인데, 더 달라”",2025-01-21,15:55,섹터
news_20250122_종목_0036,미워도 다시 한 번… 삼성전자 ·하이닉스 ‘찜’,2025-01-22,21:00,종목
news_20250122_종목_0034,中로봇청소기 보안도 취약 삼성·LG는 독자 기술 적용,2025-01-22,17:54,종목
news_20250122_종목_0033,"현대건설 23년만에 적자 …""해외서 손실 선반영""",2025-01-22,16:54,종목
news_20250122_종목_0035,中 로봇청소기 '성능 허풍' 논란…국제사회 새 표준 만든다,2025-01-22,17:54,종목
news_20250122_섹터_0019,"DPU 스타트업 망고부스트, 박찬익 전 삼성전자 부사장 CCO 영입",2025-01-22,14:10,섹터
news_20250122_섹터_0016,"‘ 반도체 스토리지’ 엠디바이스, 코스닥 상장 위한 증권신고서 제출",2025-01-22,11:18,섹터
news_20250122_섹터_0025,이상일 용인시장 “ 반도체 국가산단 조성 총력전”,2025-01-22,16:21,섹터
news_20250122_경제_0012,"자본연 ""올해 韓성장률 1.6% 전망…상장사 실적 하향 우려""",2025-01-22,18:47,경제
news_20250122_경제_0001,"살아나지 않는 소비심리…""현재 경기 너무 나쁘다""",2025-01-22,08:48,경제
news_20250122_섹터_0031,"트럼프 충격 막자 … 산은, 반도체 기금 조성",2025-01-22,17:35,섹터
news_20250123_종목_0034,'스타게이트' 순풍 못탄 국내 반도체株,2025-01-23,17:51,종목
news_20250123_종목_0035,"SK하이닉스, 사상최대 '트리플 크라운'…올해도 HBM 100% 성장",2025-01-23,18:06,종목
news_20250123_종목_0033,"노태문 ""갤럭시S25, AI폰 대중화 이끌것""",2025-01-23,17:36,종목
news_20250123_종목_0029,사용자 기분까지 읽는 AI비서 … 괴물칩 품은 갤럭시,2025-01-23,03:01,종목
news_20250123_종목_0032,"""이렇게 얇은 스마트폰은 처음"" S25엣지, 언팩현장 깜짝 등장",2025-01-23,17:36,종목
news_20250123_섹터_0022,"“이 성과급·실적 다 실화야?”...삼성전자 앞지른 SK하이닉스, 상장사 1위도 유력",2025-01-23,13:09,섹터
news_20250123_섹터_0025,HANARO 반도체 핵심공정주도주 ETF 국내주식형 월간수익률 1위,2025-01-23,14:34,섹터
news_20250123_섹터_0010,"“짬뽕 취향도 알아맞히는 역대 최강 AI폰”…갤럭시S25, 스펙 제대로 뜯어봤더니",2025-01-23,06:00,섹터
news_20250123_경제_0008,한은 '2월 금리인하' 확실시,2025-01-23,18:02,경제
news_20250123_경제_0002,美 소비시장 회복에…지난해 항만 컨테이너 물동량 역대 최대,2025-01-23,11:00,경제
news_20250124_종목_0028,삼성전자 외국인 지분율 50% 붕괴 '초읽기',2025-01-24,17:40,종목
news_20250124_종목_0027,"친기업 선회 이재명, 52시간제 예외 허용할까",2025-01-24,17:39,종목
news_20250124_종목_0025,세탁기 수리하러 가다 대형사고 막은 영웅들,2025-01-24,17:12,종목
news_20250124_종목_0030,"삼성 신용등급 유지 무디스, 전망은 하향",2025-01-24,20:00,종목
news_20250124_종목_0029,고한승 삼성전자 사장 韓바이오협회장 3연임,2025-01-24,18:00,종목
news_20250124_섹터_0013,"AI가속기 확장 ‘끝판왕’ CXL 기반 메모리, HBM 시장 뛰어 넘을까? [이상덕의 AI&칩 워]",2025-01-24,12:00,섹터
news_20250124_섹터_0022,이주의 새책,2025-01-24,16:22,섹터
news_20250124_섹터_0008,"“갤럭시S25가 AI폰 대중화 이끌 것”…삼성의 엄청난 자신감, 시장 반응은",2025-01-24,06:34,섹터
news_20250124_경제_0002,"한은, 총재 정책보좌관에 여성 첫 발탁…79년생 이아랑 팀장",2025-01-24,15:29,경제
news_20250124_경제_0001,"""제2의 백종원 찾아라"" 발벗고 나선 정부…최대 5억원 쏜다",2025-01-24,13:56,경제
news_20250127_섹터_0008,SK하이닉스는 ‘사상 최대 실적’ 기록했는데…삼성전자 영업이익에 쏠린 눈,2025-01-27,19:41,섹터
news_20250127_섹터_0007,"K증시 부활, 조선·방산株가 이끈다",2025-01-27,18:35,섹터
news_20250127_섹터_0006,올해 '삼천피' 재도전 … 부진했던 반도체 株 하반기에 날갯짓,2025-01-27,18:26,섹터
news_20250127_경제_0001,"""이자 부담 900억 줄어든다""…'14조' 대출 푸는 한국은행",2025-01-27,13:18,경제
news_20250127_섹터_0003,"반도체 장비사가 왜 급식 사업에···한화, 계열사 동원 논란",2025-01-27,09:00,섹터
news_20250127_섹터_0004,딥시크 쇼크에 미국 주식 AI버블 붕괴하나.. “AI의 스푸트니크 모먼트”,2025-01-27,16:05,섹터
news_20250127_섹터_0005,"빅테크가 주도하는 美증시, 상승 흐름 지속 … 1분기 변동성은 클 것",2025-01-27,18:26,섹터
news_20250127_섹터_0002,"자원개발 손놓은 ‘자원빈국’…韓핵심광물 개발수준, 일본의 절반",2025-01-27,06:32,섹터
news_20250127_섹터_0009,"세뱃돈, 펑펑 쓰는 대신 청약 넣어볼까…연휴 직후 IPO ‘풍성’",2025-01-27,22:52,섹터
news_20250128_섹터_0011,반도체 ·전력주 '휘청'… 日소프트뱅크 5% 급락,2025-01-28,17:50,섹터
news_20250128_섹터_0015,"더 거세지는 트럼프發 관세 "" 반도체 ·철강·의약품 부과""",2025-01-28,17:52,섹터
news_20250128_섹터_0006,"“없어서 못 먹는데”…‘바다 반도체 ’ 김, 바다에 버려지고 있다, 왜?",2025-01-28,14:47,섹터
news_20250128_섹터_0005,[속보] 트럼프 “의약품· 반도체 ·철강 등에 관세…군사용 필요 물품에도”,2025-01-28,10:20,섹터
news_20250128_섹터_0004,“싼데 성능은 더 좋아”…이 한마디에 846조원 날아간 미국 기업의 정체,2025-01-28,08:06,섹터
news_20250128_섹터_0007,값싼 中 AI ‘딥시크’ 충격... 엔비디아 시총 846조원 증발,2025-01-28,16:00,섹터
news_20250128_섹터_0008,"“엔비디아 주가 폭락시켰다”… ‘딥시크 돌풍’ 2030세대 천재들, 누군가보니",2025-01-28,16:42,섹터
news_20250128_섹터_0013,"AI 패권 中에 뺏길라 … 트럼프 ""美 빅테크 각성해야""",2025-01-28,17:50,섹터
news_20250128_섹터_0001,서학개미 연휴에 비상..딥시크 쇼크에 엔비디아 16% 폭락,2025-01-28,03:10,섹터
news_20250128_섹터_0016,"트럼프, 삼성 LG 등 ‘세탁기 관세’ 사례 거론…“2028년 3선 또 언급”",2025-01-28,19:38,섹터
news_20250129_섹터_0014,“6만전자 간다” vs “모든 악재는 충분히 반영”…삼성전자 보는 증권가 엇갈린 시선,2025-01-29,22:05,섹터
news_20250129_섹터_0010,AI 자존심 구긴 미국…대중제재 더 강화할 듯,2025-01-29,18:47,섹터
news_20250129_섹터_0007,AI 자존심 구긴 美 … 대중제재 더 강화할 듯,2025-01-29,18:29,섹터
news_20250129_경제_0001,"""계엄 때도 끝까지 지켰다""…기재부 '비밀의 방' 정체가",2025-01-29,18:50,경제
news_20250129_섹터_0003,“ 반도체 벨트 믿었는데”...미분양 넘쳐나는 이곳,2025-01-29,09:00,섹터
news_20250129_섹터_0005,백악관 “보조금 집행 일시 중단”…국내 반도체 기업 영향받나,2025-01-29,09:30,섹터
news_20250129_섹터_0013,돌아온 트럼프 “실감 나네”…백악관 ‘보조금 중단’ 발표에 美투자 韓기업 초긴장,2025-01-29,21:31,섹터
news_20250129_섹터_0009,"허찔린 美, 딥시크에 전방위 공세",2025-01-29,18:44,섹터
news_20250129_섹터_0012,“이러다간 전부 해외 매각”...투자금 회수 어려워진 사모펀드,2025-01-29,21:00,섹터
news_20250129_섹터_0002,딥비디아는 옳았다.. 엔비디아 하루만에 6%대 급반등,2025-01-29,03:40,섹터
news_20250130_종목_0023,"美 반도체 보조금 중단 시사, 누가 투자 하겠나 [사설]",2025-01-30,17:18,종목
news_20250130_종목_0025,美주식시장 덮친 '딥시크 쇼크' 삼성전자 ·하이닉스 주가 촉각,2025-01-30,17:50,종목
news_20250130_종목_0019,"""삼성 C랩 소속이라는 점은 글로벌 파트너사 만나는 데 큰 도움""",2025-01-30,15:59,종목
news_20250130_종목_0024,"韓가전 향한 美으름장에 … 삼성·LG, 현지공장 확장 검토",2025-01-30,17:46,종목
news_20250130_종목_0020,"""내수침체 직격탄 농어촌 ·中企 돕자""삼성, 매년 명절마다 온라인장터",2025-01-30,15:59,종목
news_20250130_섹터_0006,다시 달리는 반도체 ···‘4대 테마’ 주도,2025-01-30,13:00,섹터
news_20250130_섹터_0002,“ 반도체 ·배터리 보조금 장담 말라”...美 상무부 장관 후보자 재검토 주장,2025-01-30,07:52,섹터
news_20250130_섹터_0004,韓 수출제품에 ‘천적’ 되나…美상무장관 ‘가전· 반도체 ·배터리·차’ 콕 찍어 맹공,2025-01-30,09:40,섹터
news_20250130_경제_0001,"한은, 2월 금리인하 이후 속도조절 나설듯",2025-01-30,18:20,경제
news_20250130_섹터_0018,"“미국 주식 한다던 삼촌, 연휴 내내 표정이”…딥시크 쇼크에 증시 휘청",2025-01-30,19:08,섹터
news_20250131_종목_0031,"""딥시크 쇼크는 위기이자 기회"" 韓 메모리·SW 도약 발판으로",2025-01-31,17:51,종목
news_20250131_종목_0033,삼성 4분기 반도체 영업익 2.9조 그쳐,2025-01-31,17:55,종목
news_20250131_종목_0030,엔비디아 무너지자 K반도체株 와르르 …'20만닉스' 깨졌다,2025-01-31,17:51,종목
